order_id,order_date,customer_name,order_priority,product_id,quantity
ID-2012-48037,12/10/2012,Scott Cohen,High,OFF-FA-10002177,2
IN-2012-17748,24-10-2012,Michelle Tran,High,OFF-FA-10001297,2
ES-2012-4574908,26-10-2012,Eugene Hildebrand,High,OFF-FA-10001051,2
MD-2012-3430,6/11/2012,Troy Staebel,High,OFF-STO-10001310,2
ES-2012-3346363,13-11-2012,Trudy Schmidt,High,OFF-FA-10004139,2
MX-2012-135972,21-11-2012,Carl Ludwig,High,OFF-FA-10002120,2
US-2012-149818,26-11-2012,Carol Darley,High,OFF-FA-10000406,2
MX-2012-131128,19-12-2012,Bradley Nguyen,High,OFF-FA-10004920,2
US-2012-148467,19-12-2012,John Lee,High,OFF-FA-10003022,2
CA-2012-120901,31-12-2012,Barry Gonzalez,High,OFF-FA-10001561,2
IT-2013-2487084,4/1/2013,Pierre Wener,High,OFF-FA-10002715,2
ID-2013-22725,8/1/2013,Raymond Buch,High,OFF-FA-10001072,2
ID-2013-20240,16-01-2013,Larry Blacks,High,OFF-FA-10001838,2
IN-2013-78809,22-01-2013,Arthur Gainer,High,OFF-FA-10000549,2
MX-2013-153920,7/2/2013,Bart Watters,High,OFF-FA-10002268,2
MX-2013-116435,22-04-2013,Greg Matthias,High,OFF-FA-10003911,2
MX-2013-169292,23-04-2013,Anthony Jacobs,High,OFF-FA-10004781,2
IN-2013-75337,1/5/2013,Bill Donatelli,High,OFF-FA-10004067,2
MX-2013-141691,3/5/2013,Jeremy Farry,High,OFF-FA-10001476,2
US-2013-109491,6/5/2013,Rachel Payne,High,OFF-FA-10001427,2
ID-2013-85571,27-05-2013,Xylona Preis,High,OFF-FA-10002637,2
TU-2013-1610,13-06-2013,Joni Sundaresam,High,OFF-ADV-10004274,2
MX-2013-150091,25-06-2013,Janet Martin,High,OFF-FA-10000713,2
TU-2013-3320,2/7/2013,Ben Peterman,High,OFF-STO-10000753,2
CA-2013-130029,4/7/2013,Guy Thornton,High,OFF-FA-10001135,2
NI-2013-3390,6/7/2013,Mark Packer,High,OFF-STO-10000347,2
MX-2013-118885,16-07-2013,Tom Boeckenhauer,High,OFF-FA-10002163,2
ID-2013-72936,2/8/2013,Ed Braxton,High,OFF-FA-10002388,2
ID-2013-33778,5/8/2013,Harold Ryan,High,OFF-FA-10003257,2
IT-2013-3284041,5/8/2013,Patrick O'Donnell,High,OFF-FA-10002715,2
NI-2013-7810,6/8/2013,Nicole Fjeld,High,OFF-STO-10001310,2
IN-2013-56521,7/8/2013,Rose O'Brian,High,OFF-FA-10001838,2
MX-2013-130526,14-08-2013,Jack Garza,High,OFF-FA-10001228,2
ID-2013-45650,16-08-2013,Lela Donovan,High,OFF-FA-10003819,2
ES-2013-3903130,3/9/2013,Maria Zettner,High,OFF-FA-10004899,2
MX-2013-141222,6/9/2013,John Murray,High,OFF-FA-10004626,2
US-2013-154494,13-09-2013,Mike Gockenbach,High,OFF-FA-10000300,2
IN-2013-10811,17-09-2013,Lena Radford,High,OFF-FA-10004684,2
ZI-2013-3030,21-09-2013,Paul MacIntyre,High,OFF-STO-10003098,2
IN-2013-15529,25-09-2013,Rob Lucas,High,OFF-FA-10003415,2
MX-2013-108868,26-09-2013,Cathy Prescott,High,OFF-FA-10002247,2
US-2013-128685,30-09-2013,Mark Hamilton,High,OFF-FA-10001567,2
ID-2013-15032,30-09-2013,Christopher Conant,High,OFF-FA-10003615,2
UP-2013-2900,1/10/2013,Annie Thurman,High,OFF-STO-10000924,2
IT-2013-4186516,9/10/2013,Christopher Martinez,High,OFF-FA-10003931,2
AO-2013-1640,25-10-2013,Ivan Gibson,High,OFF-ACC-10002834,2
ID-2013-59300,4/11/2013,Katharine Harms,High,OFF-FA-10003980,2
EG-2013-1790,6/11/2013,Erin Mull,High,OFF-STO-10001150,2
PL-2013-7840,7/11/2013,Dennis Kane,High,OFF-STO-10000924,2
ES-2013-3499281,12/11/2013,George Zrebassa,High,OFF-FA-10004310,2
MX-2013-147690,13-11-2013,Toby Swindell,High,OFF-FA-10000406,2
MX-2013-139857,15-11-2013,Erica Bern,High,OFF-FA-10001228,2
ES-2013-5881573,15-11-2013,Pauline Johnson,High,OFF-FA-10003744,2
MX-2013-121160,15-11-2013,Kelly Lampkin,High,OFF-FA-10002100,2
RS-2013-3820,15-11-2013,Sally Matthias,High,OFF-ADV-10000177,2
MX-2013-106614,15-11-2013,Jim Mitchum,High,OFF-FA-10003595,2
IN-2013-12505,22-11-2013,Max Engle,High,OFF-FA-10002388,2
IN-2013-55170,28-11-2013,Tamara Chand,High,OFF-FA-10004839,2
IN-2013-55170,28-11-2013,Tamara Chand,High,OFF-FA-10004739,2
ES-2013-2700361,29-11-2013,Michael Paige,High,OFF-FA-10001783,2
IR-2013-310,8/12/2013,Jennifer Jackson,High,OFF-OIC-10003518,2
MX-2013-169495,9/12/2013,Charlotte Melton,High,OFF-FA-10002895,2
MX-2013-166618,12/12/2013,Bill Stewart,High,OFF-FA-10000447,2
IN-2013-13149,16-12-2013,Joni Wasserman,High,OFF-FA-10001563,2
US-2013-104794,17-12-2013,Keith Dawkins,High,OFF-FA-10001754,2
SF-2013-4880,24-12-2013,George Ashbrook,High,OFF-ADV-10003050,2
US-2013-142146,27-12-2013,Dana Kaydos,High,OFF-FA-10002719,2
NI-2014-8880,29-01-2014,Tamara Chand,High,OFF-STO-10004841,2
MX-2014-115518,10/2/2014,Mark Haberlin,High,OFF-FA-10000470,2
ID-2014-41156,2/3/2014,Nat Gilpin,High,OFF-FA-10004606,2
TU-2014-5370,14-03-2014,Theone Pippenger,High,OFF-STO-10000007,2
SF-2014-9280,18-03-2014,Randy Bradley,High,OFF-ADV-10003369,2
NI-2014-4550,18-03-2014,Dan Reichenbach,High,OFF-ADV-10001437,2
IN-2014-46616,22-03-2014,Victor Preis,High,OFF-FA-10003596,2
US-2014-112249,1/4/2014,Mitch Webber,High,OFF-FA-10002708,2
ID-2014-46168,8/4/2014,Vivek Gonzalez,High,OFF-FA-10002481,2
RO-2014-1540,18-04-2014,Cynthia Voltz,High,OFF-STO-10000631,2
MX-2014-146843,22-04-2014,Peter McVee,High,OFF-FA-10003734,2
ES-2014-4673578,7/5/2014,Robert Dilbeck,High,OFF-FA-10000227,2
ES-2014-4673578,7/5/2014,Robert Dilbeck,High,OFF-FA-10000474,2
ES-2014-1867993,8/5/2014,Alejandro Savely,High,OFF-FA-10002600,2
IN-2014-74805,14-05-2014,Steven Roelle,High,OFF-FA-10001184,2
ID-2014-22151,26-05-2014,John Huston,High,OFF-FA-10002247,2
US-2014-155264,26-05-2014,Greg Tran,High,OFF-FA-10003123,2
ID-2014-68113,27-05-2014,Anthony Jacobs,High,OFF-FA-10003020,2
IS-2014-2650,30-05-2014,Claire Gute,High,OFF-ACC-10000687,2
IN-2014-41422,31-05-2014,Henry Goldwyn,High,OFF-FA-10002177,2
IR-2014-7660,5/6/2014,Dianna Wilson,High,OFF-STO-10004363,2
IT-2014-1147467,20-06-2014,Mitch Willingham,High,OFF-FA-10001892,2
ES-2014-1728888,21-06-2014,Rob Beeghly,High,OFF-FA-10001113,2
ES-2014-3877277,23-06-2014,Nora Paige,High,OFF-FA-10004424,2
MX-2014-118927,24-06-2014,Tom Prescott,High,OFF-FA-10003499,2
MO-2014-4650,2/7/2014,Maureen Gastineau,High,OFF-ACC-10002167,2
RS-2014-1960,5/7/2014,Nick Crebassa,High,OFF-ADV-10003125,2
IN-2014-16635,16-07-2014,Justin Ellison,High,OFF-FA-10003838,2
ID-2014-29032,21-07-2014,Eric Barreto,High,OFF-FA-10003332,2
NI-2014-4600,11/8/2014,Muhammed MacIntyre,High,OFF-ADV-10000331,2
IN-2014-34786,16-08-2014,Don Weiss,High,OFF-FA-10001246,2
UP-2014-3280,18-08-2014,Dianna Wilson,High,OFF-OIC-10004536,2
MX-2014-169908,3/9/2014,Don Jones,High,OFF-FA-10003499,2
MX-2014-169621,3/9/2014,Lindsay Castell,High,OFF-FA-10000631,2
IN-2014-33869,4/9/2014,Lycoris Saunders,High,OFF-FA-10001082,2
IT-2014-2019502,23-09-2014,Kimberly Carter,High,OFF-FA-10001030,2
MX-2014-136175,2/10/2014,Sheri Gordon,High,OFF-FA-10004516,2
MX-2014-147480,2/10/2014,Edward Becker,High,OFF-FA-10001237,2
MX-2014-124282,3/10/2014,Ruben Dartt,High,OFF-FA-10004186,2
ID-2014-46700,3/10/2014,Penelope Sewall,High,OFF-FA-10001045,2
US-2014-118024,3/10/2014,Damala Kotsonis,High,OFF-FA-10004586,2
IN-2014-56360,8/10/2014,Jenna Caffey,High,OFF-FA-10003817,2
IT-2014-2224336,10/10/2014,Toby Swindell,High,OFF-FA-10000999,2
MX-2014-106901,17-10-2014,Luke Schmidt,High,OFF-FA-10002084,2
CA-2014-9840,30-10-2014,Michelle Huthwaite,High,OFF-ADV-10003369,2
RW-2014-1500,13-11-2014,Maureen Fritzler,High,OFF-STO-10001142,2
IN-2014-61974,19-11-2014,Trudy Glocke,High,OFF-FA-10003437,2
MX-2014-105200,19-11-2014,Michelle Arnett,High,OFF-FA-10000406,2
IN-2014-81973,19-11-2014,John Grady,High,OFF-FA-10002900,2
US-2014-132444,19-11-2014,Christina DeMoss,High,OFF-FA-10000611,2
IZ-2014-7090,20-11-2014,Ivan Gibson,High,OFF-ADV-10003369,2
MX-2014-151554,21-11-2014,Tony Molinari,High,OFF-FA-10000801,2
ID-2014-83450,26-11-2014,Gary Mitchum,High,OFF-FA-10001111,2
IN-2014-70766,2/12/2014,Maurice Satty,High,OFF-FA-10001621,2
IN-2014-62709,18-12-2014,Ivan Gibson,High,OFF-FA-10001651,2
ID-2014-53840,23-12-2014,Mark Haberlin,High,OFF-FA-10003817,2
CA-2014-114055,26-12-2014,Mick Hernandez,High,OFF-FA-10003059,2
TU-2014-6470,26-12-2014,Jack Garza,High,OFF-STO-10001173,2
MX-2014-123302,29-12-2014,Daniel Byrd,High,OFF-FA-10001761,2
IN-2011-13065,10/1/2011,Patrick O'Donnell,High,OFF-SU-10003559,2
ES-2011-2587200,16-03-2011,Dorris liebe,High,OFF-SU-10003252,2
IN-2011-49129,21-03-2011,Mike Vittorini,High,OFF-SU-10004766,2
IT-2011-4599620,11/5/2011,Peter Bühler,High,OFF-SU-10001886,2
IN-2011-35920,3/6/2011,Stewart Carmichael,High,OFF-SU-10004177,2
ES-2011-4845310,7/6/2011,Eva Jacobs,High,OFF-SU-10002451,2
ID-2011-83716,7/6/2011,Nick Radford,High,OFF-SU-10001840,2
MX-2011-128825,17-06-2011,Caroline Jumper,High,OFF-SU-10001892,2
ES-2011-1689666,27-06-2011,Frank Olsen,High,OFF-SU-10003267,2
ID-2011-40953,4/7/2011,Alex Avila,High,OFF-SU-10003723,2
US-2011-163377,26-07-2011,Ivan Gibson,High,OFF-SU-10003632,2
IN-2011-49276,11/8/2011,David Smith,High,OFF-SU-10004814,2
CA-2011-156244,12/8/2011,Duane Huffman,High,OFF-SU-10000432,2
ES-2011-5235241,26-08-2011,Thomas Boland,High,OFF-SU-10004818,2
NI-2011-4700,8/9/2011,Patrick O'Donnell,High,OFF-FIS-10004787,2
CA-2011-142769,13-09-2011,Resi Pölking,High,OFF-SU-10001574,2
MX-2011-167920,19-09-2011,Troy Staebel,High,OFF-SU-10001421,2
MX-2011-167920,19-09-2011,Troy Staebel,High,OFF-SU-10001233,2
NI-2011-2980,19-09-2011,Max Engle,High,OFF-FIS-10002759,2
CA-2011-108189,2/10/2011,Erin Smith,High,OFF-SU-10003567,2
IN-2011-32399,16-10-2011,Annie Thurman,High,OFF-SU-10004198,2
CA-2011-101931,28-10-2011,Todd Sumrall,High,OFF-SU-10000646,2
CA-2011-101931,28-10-2011,Todd Sumrall,High,OFF-SU-10002301,2
MX-2011-110583,31-10-2011,Monica Federle,High,OFF-SU-10003665,2
MX-2011-108595,29-11-2011,Dennis Kane,High,OFF-SU-10003991,2
IN-2011-43375,7/12/2011,Sample Company A,High,OFF-SU-10003332,2
IN-2011-24069,14-12-2011,David Bremer,High,OFF-SU-10000866,2
MX-2011-107370,23-12-2011,Stewart Carmichael,High,OFF-SU-10001624,2
IN-2011-59447,25-12-2011,Deborah Brumfield,High,OFF-SU-10004306,2
MX-2012-114461,1/2/2012,Raymond Messe,High,OFF-SU-10001750,2
IT-2012-2429268,18-02-2012,Fred Hopkins,High,OFF-SU-10002214,2
NI-2012-4680,24-02-2012,Karen Ferguson,High,OFF-FIS-10004721,2
MX-2012-126872,25-02-2012,Stewart Carmichael,High,OFF-SU-10002521,2
ES-2012-4668554,20-04-2012,Stefanie Holloman,High,OFF-SU-10002544,2
RO-2012-2350,28-04-2012,Bryan Spruell,High,OFF-ACM-10000476,2
MX-2012-145422,30-04-2012,Tracy Poddar,High,OFF-SU-10003991,2
CA-2012-104486,1/5/2012,Patrick O'Brill,High,OFF-SU-10002573,2
IN-2012-60644,3/5/2012,Sally Matthias,High,OFF-SU-10004846,2
MX-2012-150616,14-05-2012,Roland Schwarz,High,OFF-SU-10003157,2
CA-2012-132941,25-05-2012,Muhammed MacIntyre,High,OFF-SU-10002557,2
ES-2012-4644458,9/6/2012,Stuart Calhoun,High,OFF-SU-10002379,2
MX-2012-158785,12/6/2012,Jonathan Howell,High,OFF-SU-10001624,2
KE-2012-5420,14-06-2012,Allen Armold,High,OFF-FIS-10004155,2
ID-2012-60490,21-06-2012,Erin Smith,High,OFF-SU-10002649,2
MO-2012-1020,23-06-2012,Scot Coram,High,OFF-ELI-10004427,2
IN-2012-71340,25-06-2012,Greg Tran,High,OFF-SU-10000207,2
MX-2012-138072,29-06-2012,Christine Phan,High,OFF-SU-10004655,2
TU-2012-720,11/7/2012,Lindsay Castell,High,OFF-FIS-10004067,2
MX-2012-169047,25-07-2012,Barry Gonzalez,High,OFF-SU-10002849,2
US-2012-130512,21-08-2012,Sean Miller,High,OFF-SU-10001935,2
EG-2012-4660,27-08-2012,Nathan Mautz,High,OFF-STI-10000305,2
IT-2012-5214692,3/9/2012,Hallie Redmond,High,OFF-SU-10001813,2
MX-2012-162495,15-09-2012,Hunter Glantz,High,OFF-SU-10000294,2
ID-2012-49843,15-09-2012,Michael Chen,High,OFF-SU-10000932,2
CA-2012-149713,18-09-2012,Trudy Glocke,High,OFF-SU-10001574,2
IN-2012-83170,26-09-2012,Mark Cousins,High,OFF-SU-10000256,2
MX-2012-143567,26-09-2012,Fred McMath,High,OFF-SU-10002032,2
MX-2012-162796,28-09-2012,Carol Triggs,High,OFF-SU-10001133,2
CM-2012-390,9/10/2012,Brian Dahlen,High,OFF-ACM-10002816,2
ES-2012-5566923,12/10/2012,Joel Jenkins,High,OFF-SU-10001592,2
ES-2012-2105894,17-10-2012,Heather Kirkland,High,OFF-SU-10000776,2
ID-2012-18938,17-10-2012,Alan Barnes,High,OFF-SU-10001731,2
ES-2012-5523595,24-10-2012,Henry Goldwyn,High,OFF-SU-10003357,2
EG-2012-5470,26-10-2012,Justin Ritter,High,OFF-ELI-10003179,2
IN-2012-68561,31-10-2012,Bradley Nguyen,High,OFF-SU-10002649,2
MX-2012-117842,1/11/2012,Pete Takahito,High,OFF-SU-10001722,2
MX-2012-136658,3/11/2012,Christopher Conant,High,OFF-SU-10004246,2
HU-2012-6070,5/11/2012,Charlotte Melton,High,OFF-ACM-10004669,2
US-2012-148257,9/11/2012,Ross Baird,High,OFF-SU-10002962,2
MX-2012-125808,9/11/2012,Tamara Willingham,High,OFF-SU-10002627,2
RO-2012-5750,13-11-2012,Sandra Flanagan,High,OFF-ELI-10002160,2
IN-2012-50942,14-11-2012,Joy Bell-,High,OFF-SU-10002911,2
IN-2012-29354,15-11-2012,Bryan Mills,High,OFF-SU-10002547,2
NI-2012-8830,15-11-2012,Tamara Willingham,High,OFF-ACM-10002045,2
ID-2012-67231,27-11-2012,George Zrebassa,High,OFF-SU-10002715,2
ES-2012-4132905,3/12/2012,Susan Pistek,High,OFF-SU-10004446,2
ES-2012-1705014,15-12-2012,James Lanier,High,OFF-SU-10004818,2
CA-2012-120901,31-12-2012,Barry Gonzalez,High,OFF-SU-10001225,2
IR-2013-3500,2/1/2013,Andy Gerbode,High,OFF-ELI-10003179,2
MX-2013-124807,9/1/2013,Marc Harrigan,High,OFF-SU-10004192,2
ES-2013-2930577,7/2/2013,Don Jones,High,OFF-SU-10004446,2
US-2013-116722,5/3/2013,Dan Lawera,High,OFF-SU-10003236,2
ID-2013-55961,28-03-2013,Pierre Wener,High,OFF-SU-10001066,2
ID-2013-53273,10/4/2013,David Kendrick,High,OFF-SU-10001442,2
ES-2013-3952400,30-04-2013,Maria Bertelson,High,OFF-SU-10004902,2
ES-2013-3952400,30-04-2013,Maria Bertelson,High,OFF-SU-10003173,2
CG-2013-6080,9/5/2013,Lena Creighton,High,OFF-KLE-10001644,2
ES-2013-3542934,16-05-2013,Doug Bickford,High,OFF-SU-10003804,2
PL-2013-8130,3/6/2013,Aaron Hawkins,High,OFF-STI-10000286,2
ES-2013-4487295,7/6/2013,David Kendrick,High,OFF-SU-10004244,2
ID-2013-70122,11/6/2013,Alan Dominguez,High,OFF-SU-10000885,2
ZI-2013-5400,13-06-2013,Benjamin Farhat,High,OFF-ELI-10004427,2
MX-2013-148432,17-06-2013,Dario Medina,High,OFF-SU-10003157,2
MX-2013-158421,1/7/2013,Yana Sorensen,High,OFF-SU-10001133,2
NI-2013-2590,8/7/2013,Kelly Collister,High,OFF-ACM-10003278,2
US-2013-100720,17-07-2013,Chloris Kastensmidt,High,OFF-SU-10001574,2
ID-2013-53021,9/8/2013,Fred Chung,High,OFF-SU-10000411,2
IN-2013-26785,16-08-2013,Ruben Ausman,High,OFF-SU-10000970,2
ES-2013-4210433,25-08-2013,Clytie Kelty,High,OFF-SU-10003556,2
CG-2013-2900,28-08-2013,Tracy Collins,High,OFF-ELI-10000711,2
ID-2013-82932,29-08-2013,Laurel Workman,High,OFF-SU-10004048,2
ES-2013-5623189,4/9/2013,Bill Eplett,High,OFF-SU-10000429,2
US-2013-123078,16-09-2013,Grace Kelly,High,OFF-SU-10002599,2
MX-2013-102050,24-09-2013,Linda Cazamias,High,OFF-SU-10002466,2
MX-2013-100531,18-10-2013,Jason Fortune-,High,OFF-SU-10000926,2
ID-2013-47169,18-10-2013,Christine Kargatis,High,OFF-SU-10003221,2
ID-2013-69534,22-10-2013,Dean Braden,High,OFF-SU-10003515,2
CA-2013-155516,22-10-2013,Michael Kennedy,High,OFF-SU-10001225,2
AO-2013-1640,25-10-2013,Ivan Gibson,High,OFF-STI-10000388,2
MX-2013-145744,31-10-2013,Julia Barnett,High,OFF-SU-10004119,2
CA-2013-161669,8/11/2013,Eudokia Martin,High,OFF-SU-10002503,2
US-2013-128013,9/11/2013,Irene Maddox,High,OFF-SU-10002466,2
SF-2013-8810,11/11/2013,Linda Southworth,High,OFF-FIS-10002949,2
IT-2013-2802538,18-11-2013,Kean Takahito,High,OFF-SU-10003697,2
EG-2013-5090,3/12/2013,Theone Pippenger,High,OFF-STI-10001162,2
ID-2013-70808,24-12-2013,Emily Ducich,High,OFF-SU-10000207,2
US-2013-142146,27-12-2013,Dana Kaydos,High,OFF-SU-10003082,2
ES-2013-2061669,30-12-2013,Allen Armold,High,OFF-SU-10004524,2
CA-2013-112578,30-12-2013,Frank Olsen,High,OFF-SU-10002557,2
AE-2013-1530,31-12-2013,Maribeth Yedwab,High,OFF-STI-10000114,2
IN-2014-43088,3/1/2014,Randy Ferguson,High,OFF-SU-10001697,2
CM-2014-2470,1/2/2014,Daniel Byrd,High,OFF-KLE-10002869,2
US-2014-141719,1/2/2014,Joy Daniels,High,OFF-SU-10003474,2
MX-2014-142979,21-02-2014,Tracy Poddar,High,OFF-SU-10004658,2
IN-2014-18301,1/3/2014,Erica Smith,High,OFF-SU-10001407,2
IN-2014-78158,20-03-2014,Mathew Reese,High,OFF-SU-10000707,2
ID-2014-38027,21-03-2014,Mick Hernandez,High,OFF-SU-10002543,2
IN-2014-63192,26-03-2014,Duane Benoit,High,OFF-SU-10004008,2
UP-2014-7700,27-03-2014,Nora Pelletier,High,OFF-STI-10001651,2
ES-2014-3667834,9/4/2014,Todd Sumrall,High,OFF-SU-10002653,2
MX-2014-117093,19-04-2014,Sylvia Foulston,High,OFF-SU-10000480,2
IN-2014-14129,22-04-2014,Carl Jackson,High,OFF-SU-10003834,2
CA-2014-122175,13-05-2014,Cynthia Arntzen,High,OFF-SU-10004661,2
ES-2014-1054685,20-05-2014,Mark Hamilton,High,OFF-SU-10004627,2
CA-2014-123687,27-05-2014,Kimberly Carter,High,OFF-SU-10004498,2
MX-2014-140305,3/6/2014,Kelly Collister,High,OFF-SU-10002498,2
ES-2014-5099955,9/6/2014,Corey Roper,High,OFF-SU-10002131,2
CA-2014-155873,17-06-2014,Alejandro Ballentine,High,OFF-SU-10001165,2
ES-2014-1540903,23-06-2014,Maris LaWare,High,OFF-SU-10002710,2
IN-2014-48730,25-06-2014,Becky Pak,High,OFF-SU-10001308,2
ES-2014-5274666,26-06-2014,Maria Zettner,High,OFF-SU-10001889,2
NI-2014-4200,1/7/2014,John Murray,High,OFF-KLE-10003497,2
NI-2014-4200,1/7/2014,John Murray,High,OFF-KLE-10003227,2
MG-2014-7110,25-07-2014,Dana Kaydos,High,OFF-KLE-10004543,2
RS-2014-7500,2/8/2014,Evan Minnotte,High,OFF-FIS-10004915,2
IN-2014-16838,8/8/2014,Craig Carreira,High,OFF-SU-10002649,2
MX-2014-148530,16-08-2014,Toby Swindell,High,OFF-SU-10001868,2
IN-2014-19218,22-08-2014,Jeremy Lonsdale,High,OFF-SU-10000618,2
ZA-2014-5970,25-08-2014,Sally Matthias,High,OFF-ELI-10001705,2
US-2014-138415,3/9/2014,Michael Nguyen,High,OFF-SU-10001515,2
TU-2014-340,3/9/2014,Guy Armstrong,High,OFF-FIS-10001591,2
IN-2014-40386,3/9/2014,Barry Gonzalez,High,OFF-SU-10003343,2
MX-2014-162803,11/9/2014,Sara Luxemburg,High,OFF-SU-10003162,2
ES-2014-5617990,11/9/2014,Laurel Workman,High,OFF-SU-10003160,2
AO-2014-650,11/9/2014,Linda Cazamias,High,OFF-KLE-10001317,2
ES-2014-4603315,12/9/2014,Nat Gilpin,High,OFF-SU-10003357,2
ID-2014-80440,16-09-2014,Ross DeVincentis,High,OFF-SU-10000697,2
MX-2014-138443,25-09-2014,Eric Hoffmann,High,OFF-SU-10003879,2
US-2014-118024,3/10/2014,Damala Kotsonis,High,OFF-SU-10004794,2
IN-2014-16439,11/10/2014,Jonathan Doherty,High,OFF-SU-10003789,2
MX-2014-118829,20-10-2014,Patrick Bzostek,High,OFF-SU-10001368,2
IN-2014-53070,28-10-2014,Brad Eason,High,OFF-SU-10003789,2
ID-2014-83842,4/11/2014,Edward Nazzal,High,OFF-SU-10004249,2
ID-2014-83842,4/11/2014,Edward Nazzal,High,OFF-SU-10001512,2
IN-2014-11553,5/11/2014,Lisa Ryan,High,OFF-SU-10003105,2
ES-2014-5831908,12/11/2014,Becky Pak,High,OFF-SU-10004980,2
ID-2014-15774,25-11-2014,Ben Peterman,High,OFF-SU-10003559,2
MX-2014-114979,28-11-2014,Larry Hughes,High,OFF-SU-10001515,2
IN-2014-65243,4/12/2014,Brad Eason,High,OFF-SU-10004846,2
IN-2014-81336,5/12/2014,Eric Murdock,High,OFF-SU-10001488,2
IN-2014-55296,8/12/2014,William Brown,High,OFF-SU-10001346,2
ES-2014-5605089,15-12-2014,Anthony Witt,High,OFF-SU-10003072,2
TU-2014-8520,15-12-2014,Michelle Arnett,High,OFF-FIS-10004721,2
CA-2014-158729,20-12-2014,Amy Cox,High,OFF-SU-10002881,2
IN-2014-71480,23-12-2014,Paul Van Hugh,High,OFF-SU-10000618,2
IN-2014-71886,26-12-2014,Maria Etezadi,High,OFF-SU-10004938,2
MX-2011-135552,10/2/2011,Quincy Jones,High,OFF-AP-10001941,2
CA-2011-122567,17-02-2011,Michael Nguyen,High,OFF-AP-10001303,2
IT-2011-4599620,11/5/2011,Peter Bühler,High,OFF-AP-10003177,2
NI-2011-7530,14-06-2011,Carol Darley,High,OFF-KIT-10001245,2
ES-2011-4240072,16-06-2011,Jill Fjeld,High,OFF-AP-10001776,2
IN-2011-40141,22-06-2011,Saphhira Shifley,High,OFF-AP-10003800,2
IN-2011-44145,30-07-2011,Heather Jas,High,OFF-AP-10003500,2
CA-2011-134215,4/8/2011,Marina Lichtenstein,High,OFF-AP-10001271,2
ES-2011-1761215,10/8/2011,Alan Haines,High,OFF-AP-10002229,2
ES-2011-3937871,22-08-2011,Logan Currie,High,OFF-AP-10000263,2
MX-2011-120054,30-08-2011,Skye Norling,High,OFF-AP-10004245,2
CA-2011-123127,8/9/2011,Stefania Perrino,High,OFF-AP-10001962,2
CA-2011-142769,13-09-2011,Resi Pölking,High,OFF-AP-10004785,2
CA-2011-160766,14-09-2011,Darrin Martin,High,OFF-AP-10002945,2
MX-2011-120397,15-09-2011,Patricia Hirasaki,High,OFF-AP-10003043,2
BN-2011-6760,21-09-2011,Jamie Kunitz,High,OFF-KIT-10004515,2
CA-2011-125514,21-09-2011,Brian Moss,High,OFF-AP-10000358,2
MX-2011-152562,23-09-2011,Ben Peterman,High,OFF-AP-10002764,2
IN-2011-24055,26-10-2011,Tracy Blumstein,High,OFF-AP-10003598,2
CA-2011-139423,1/11/2011,Deirdre Greer,High,OFF-AP-10004708,2
CA-2011-140732,11/11/2011,Matt Abelman,High,OFF-AP-10001626,2
ID-2011-84941,18-11-2011,Ken Brennan,High,OFF-AP-10000977,2
SF-2011-9030,12/12/2011,James Galang,High,OFF-HAM-10001712,2
MX-2011-161963,26-12-2011,Roy Phan,High,OFF-AP-10000639,2
CA-2011-139598,26-12-2011,Maureen Gnade,High,OFF-AP-10003287,2
CA-2011-139598,26-12-2011,Maureen Gnade,High,OFF-AP-10002998,2
EG-2011-6560,28-12-2011,Dave Brooks,High,OFF-HOO-10004188,2
AG-2012-5400,5/1/2012,Rob Beeghly,High,OFF-KIT-10002357,2
ID-2012-80181,8/3/2012,Mary O'Rourke,High,OFF-AP-10000381,2
KE-2012-4830,28-03-2012,Katherine Hughes,High,OFF-HAM-10000983,2
BO-2012-6660,28-03-2012,Doug Jacobs,High,OFF-HOO-10003338,2
MO-2012-6660,29-03-2012,Anthony Rawles,High,OFF-CUI-10000682,2
TU-2012-3110,31-03-2012,Rose O'Brian,High,OFF-BRE-10002255,2
CA-2012-112130,3/5/2012,Stewart Visinsky,High,OFF-AP-10003266,2
ES-2012-2766375,11/5/2012,Erica Bern,High,OFF-AP-10003618,2
IN-2012-74903,15-05-2012,Lisa DeCherney,High,OFF-AP-10003275,2
IN-2012-63150,23-05-2012,Nicole Hansen,High,OFF-AP-10001274,2
IN-2012-31461,23-05-2012,Steve Nguyen,High,OFF-AP-10000935,2
CA-2012-103177,30-05-2012,Edward Nazzal,High,OFF-AP-10004540,2
IN-2012-65915,4/6/2012,Charles Crestani,High,OFF-AP-10001335,2
NI-2012-2810,19-06-2012,Dionis Lloyd,High,OFF-KIT-10003757,2
CA-2012-114468,23-08-2012,Tamara Dahlen,High,OFF-AP-10000696,2
CA-2012-121608,3/9/2012,Jennifer Braxton,High,OFF-AP-10002311,2
MX-2012-119907,3/9/2012,Valerie Mitchum,High,OFF-AP-10003800,2
US-2012-110037,10/9/2012,Ken Brennan,High,OFF-AP-10000213,2
US-2012-147242,10/9/2012,Edward Hooks,High,OFF-AP-10003842,2
MX-2012-138268,12/9/2012,Ann Chong,High,OFF-AP-10003610,2
ID-2012-17006,29-09-2012,Laurel Beltran,High,OFF-AP-10003473,2
ES-2012-3330001,24-10-2012,Susan Gilcrest,High,OFF-AP-10000415,2
